d_ratio,theta,kTe_keV,tau_T,l_diss_local,eta,p_sc,A_model,A_required,l_s_over_l_diss,l_c_over_l_diss,intrinsic_seed_over_l_diss,reprocessed_seed_over_l_diss,pair_production_rate_unit_ldiss2,pair_annihilation_rate,energy_log_residual,root_method
0.0,0.05453349474995434,27.866615817226666,1.2835805313444824,417786883.64060134,0.5550928460189214,0.8495922772108665,2.2510835658499273,2.251875535714239,0.8404172176239818,1.892514972160474,0.0,0.8404172176239818,3.912463377705815e+16,6.82904363785494e+33,-0.0003517553033969841,continuation
0.0,0.06028741513057389,30.80686913172326,1.176926894242184,65875764.662335955,0.5525278759134941,0.8268740676237022,2.262017434885486,2.262329295030365,0.8138440004714094,1.8411831238511753,0.0,0.8138440004714094,1.3179254201046193e+18,5.71929072732411e+33,-0.00013785864081136467,continuation
0.0,0.06664844128899688,34.05735349867741,1.0748884963545444,12361694.484781612,0.5501524320906552,0.8016478146812359,2.2732181833349974,2.2720975625788427,0.7873781430326717,1.7889999596123887,0.0,0.7873781430326717,3.1076113666513625e+19,4.748787249417521e+33,0.0004930881995898478,continuation
0.0,0.07368062997280773,37.650801916104754,0.9771910905077763,2717705.960755826,0.548030477872467,0.7737216921592798,2.2810499483308844,2.2808950422842895,0.7611839267661799,1.7361806448274673,0.0,0.7611839267661799,5.2850807899568996e+20,3.903521397565824e+33,6.791228170144351e-05,continuation
0.0,0.08145479666433054,41.62340109547291,0.8854591919452227,681973.4930792304,0.546178675414928,0.7435497228768125,2.2896234163239466,2.288628348681654,0.7357316642541912,1.6838163438348748,0.0,0.7357316642541912,6.847132857581653e+21,3.184518266959996e+33,0.0004346932886336677,continuation
0.0,0.0900492287060531,46.01515586879314,0.7991810267946906,193004.27395734176,0.5446391344307107,0.7110786363177257,2.2957027511765733,2.2950976545351898,0.7111114351817054,1.6320701869986847,0.0,0.7111114351817054,6.911462817326037e+22,2.574564807775659e+33,0.00026361269992689453,continuation
0.0,0.09955047366910884,50.87029204491462,0.7189434764574844,60689.3910124116,0.5434171521739909,0.6767259969563807,2.301334938916325,2.3002586410812738,0.687591853945647,1.5816391035755677,0.0,0.687591853945647,5.6066576522248135e+23,2.0650453695359178e+33,0.00046779353107459466,continuation
0.0,0.11005421090383831,56.23770177186138,0.6442165711778686,20959.26697216865,0.5425338057565806,0.6405488655990403,2.30378831926758,2.3040038919912744,0.6651953388385694,1.5326126496185186,0.0,0.6651953388385694,3.7351784541278637e+24,1.6408298002291822e+33,-9.35687695834713e-05,continuation
0.0,0.12166621504910963,62.171435890095026,0.5753630991200008,7842.8111076843215,0.5419704565830862,0.603086780077362,2.3056267850127683,2.306398780259658,0.6441056613309885,1.485564511652132,0.0,0.6441056613309885,2.102023315215053e+25,1.2929479423241503e+33,-0.0003347749240215248,continuation
0.0,0.134503421203122,68.73124823479534,0.5121829136971895,3150.0195277560715,0.5417122323746337,0.5647072073218058,2.3070572017233064,2.3074981979279605,0.624370093002494,1.4407328644433681,0.0,0.624370093002494,1.0180092710007882e+26,1.0101322232344872e+33,-0.00019113269548352277,continuation
0.0,0.14869510248216478,75.9831973683862,0.45444479777172236,1347.1559995511925,0.5417353456246407,0.5258054111625587,2.3083943504865037,2.3073997480424766,0.6060080912030206,1.398302916953552,0.0,0.6060080912030206,4.3103002624226446e+26,7.822459152554828e+32,0.0004309561640704867,continuation
0.0,0.1643841718255734,84.00031180286801,0.401496760009801,611.1261557382034,0.5420414069486655,0.48648344273045363,2.3060302671871606,2.3060968848056698,0.5889307238196845,1.3581313075669226,0.0,0.5889307238196845,1.6041300282855783e+27,5.991027482138079e+32,-2.8888023386329974e-05,continuation
0.0,0.18172862115630756,92.86332541087317,0.3534379820616839,292.2304003348775,0.5425785002456968,0.4473852718861481,2.30279217706454,2.303814101432254,0.5732030404784078,1.320553247637999,0.0,0.5732030404784078,5.319219805388023e+27,4.542539610680183e+32,-0.0004436777630630643,continuation
0.0,0.2009031123897719,102.66149043117345,0.31011113559122633,145.86805704006858,0.5432956275921532,0.4090230281442492,2.3002918264578303,2.3007731638480307,0.5588170669440723,1.28571131112519,0.0,0.5588170669440723,1.6031435247482185e+28,3.411087042002971e+32,-0.00020922868638914842,continuation
0.0,0.22210073631264324,113.4934762557607,0.2711138903508437,75.95406823675008,0.5441697687407331,0.37168405336112065,2.297091656562913,2.297077257512179,0.5457108735481271,1.2535400368045073,0.0,0.5457108735481271,4.393051709166947e+28,2.5343605287407914e+32,6.268402839932553e-06,continuation
0.0,0.245534957043949,125.46836304945795,0.23616549314047894,41.11439451129404,0.545170357277752,0.33571837601495336,2.292886916052556,2.292861274119409,0.5338420337987482,1.2240257257942946,0.0,0.5338420337987482,1.101815616601847e+29,1.8625018860194674e+32,1.118331495034793e-05,continuation
0.0,0.2714417616594907,138.70674020799976,0.2050473132608662,23.04304311741656,0.5462600813642761,0.3015007491606514,2.2884440998360227,2.2882872877661944,0.5231736221048534,1.197171548757131,0.0,0.5231736221048534,2.550694991417559e+29,1.3543727099023297e+32,6.852579127309366e-05,continuation
0.0,0.3000820366267416,153.34192071626498,0.1774453784881107,13.342022906114831,0.5474241397676222,0.2692508096198304,2.2829087911430697,2.283421407997493,0.5136481723029774,1.1728752328154035,0.0,0.5136481723029774,5.473073045151302e+29,9.742594079553293e+31,-0.00022452027524115297,continuation
0.0,0.3317441949813717,169.52128363548096,0.15315588075584405,7.948357455639106,0.5486269892903213,0.23925283498491978,2.2779266484973943,2.2784150696212424,0.5052166075411134,1.1510931320445938,0.0,0.5052166075411134,1.0985341228223171e+30,6.94014160441136e+31,-0.00021439178882335093,continuation
0.0,0.36674708070156736,187.40775823850095,0.13184420209477807,4.864923627227541,0.5498701335757522,0.21156580556629134,2.272301069591171,2.2732640375853315,0.49780795726288907,1.1316489268695413,0.0,0.49780795726288907,2.0680995329998018e+30,4.894670826210016e+31,-0.0004236956179753164,continuation
0.0,0.4054431795277526,207.1814647386816,0.1132745058845521,3.049250924177102,0.5511295996871137,0.1863001111892475,2.2674971984512067,2.2680690725187826,0.49135366587125645,1.1144240532313243,0.0,0.49135366587125645,3.6799652759950374e+30,3.42160639494202e+31,-0.0002521731737299673,continuation
0.0,0.4482221685612749,229.04152813481147,0.09712859299946189,1.9501355906754345,0.5524093714325558,0.16338614337590318,2.2625976193860313,2.2628146165558194,0.4857712884113438,1.0992103717203414,0.0,0.4857712884113438,6.23296267322504e+30,2.370413669284358e+31,-9.590161454505473e-05,continuation
0.0,0.49551484038719684,253.2080834378576,0.0831473673620026,1.2732864787827203,0.5537132935122815,0.14276581102615593,2.257510006143857,2.2574859853392244,0.4809938360309515,1.085836843874426,0.0,0.4809938360309515,1.0043691668484242e+31,1.6283420057541728e+31,1.064045446685076e-05,continuation
0.0,0.5477974412378552,279.92449247254405,0.071061830859965,0.8446155338090461,0.5550448504475721,0.12430490202726818,2.251701695186141,2.2520702588124832,0.47694242559948685,1.07410785185849,0.0,0.47694242559948685,1.5547113439200222e+31,1.109092826778142e+31,-0.00016366886730924892,continuation
0.0,0.605596466883326,309.4597945773796,0.06067309826599777,0.568793987708701,0.5563915307136942,0.10792182327817723,2.2467259340727854,2.2466193876039067,0.47354827783130166,1.0638827419422436,0.0,0.47354827783130166,2.3181633948518843e+31,7.499875224323278e+30,4.742411778800689e-05,continuation
0.0,0.6694939645443228,342.11141588214895,0.05173508181105474,0.3882357019461363,0.5577766820085777,0.09341380280636535,2.241004073943087,2.2410402591565797,0.4707492856807552,1.0549681011797742,0.0,0.4707492856807552,3.3383979867639987e+31,5.03186580701767e+30,-1.614674501375104e-05,continuation
0.0,0.7401333942188094,378.20816444581163,0.044070299116677376,0.2693027320639313,0.5592132897801974,0.08064429638127324,2.2349232878746252,2.2352830714937424,0.468498686832599,1.0472271836939568,0.0,0.468498686832599,4.6219372067999715e+31,3.352011960279638e+30,-0.00016096957991207532,continuation
0.0,0.8182261084470004,418.1135414164172,0.03751642524216337,0.18943075116524472,0.5606907010746599,0.06946774087571628,2.2299928316466655,2.2293931352957355,0.4667317223973793,1.0405284979374723,0.0,0.4667317223973793,6.183156950588565e+31,2.218764626747085e+30,0.000268959161189744,continuation
0.0,0.9045585157672225,462.2294015570507,0.03189525575322177,0.13545721793696755,0.5622791972057822,0.059679921156160165,2.2231308031211228,2.2230948721059063,0.465442094887697,1.0347219344070697,0.0,0.465442094887697,7.94376123263911e+31,1.457573572272559e+30,1.6162479299089938e-05,continuation
0.0,1.0,511.0,0.027098504358721652,0.09800782351290792,0.5639729663099756,0.05117151491945726,2.2167399442715814,2.2164182942644173,0.46458602421832823,1.0297169633370744,0.0,0.46458602421832823,9.907830963150898e+31,9.517000192904558e+29,0.00014511099781311954,continuation
